ch4_emissions,co2_emissions,facility_id,facility_name,n2o_emissions,reporting_year,quantity_of_fuel_combusted,unit_of_measure,fuel_combusted_type,combustion_unit_type
34.8,32426.3,1008978,"EOG Resources, Inc. 425 Bend arch",0.058,2015,468925.2407,1000SCF,field_process_gas,COMB_compressor-driver
0.38,10532.5,1002978,Arroyo Grande Production Facility,0.074,2020,227004,1000SCF,landfill,COMB_boiler>5MMBTU/hr
103.96,111395.6,1008290,430 Permian Basin DEC,0.2,2016,1561123.314,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,22.3,1008066,"Jordan Development Company, LLC",0.00E+00,2021,0.292426215,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,109.7,1008202,Denver Basin - AAPG Province 540,0.001,2023,1.437065973,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.1,2469.1,1008411,JMA Energy 360,0.02,2016,32.33933161,1000SCF,diesel,COMB_engine>1MMBTU/hr
24.57,5976.5,1010084,Rosetta Resources 220 Gulf Coast Basin,0.01,2019,83806.13,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,2902.7,1010784,"Burnett Oil Co., Inc. 430 Permian Basin",0.00E+00,2018,38.01875001,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.06,3264.5,1009276,415 Strawn Basin BKV - Production,0.006,2021,59966.29,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.02,490.1,1009253,"WPX Energy Williston, LLC - 395 Williston basin",0.005,2022,11.45268992,1000SCF,propane,COMB_engine>1MMBTU/hr
1.10E-01,5838.5,1011454,Ascent Resources - Utica (160a),0.011,2021,107001.645,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.07,3800.3,1014706,"R. Lacy Services, Ltd. 260 PROD",0.007,2022,69741,1000SCF,field_process_gas,COMB_compressor-driver
4.00E-02,767.3,1011395,"White Star Petroleum, LLC",0.007,2016,4961.83,1000SCF,propane,COMB_engine>1MMBTU/hr
8.90E+01,58808.8,1008587,Valence Operating Co 260 East Texas Basin,0.129,2022,1041266.16,1000SCF,field_process_gas,COMB_compressor-driver
0.4,9867.4,1008598,"Duncan Oil Properties, Inc. 360 Anadarko Basin",0.08,2023,129.2388855,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.09,4827.6,1009106,Slawson Exploration - Williston Basin 395,0.009,2015,88678,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
1.4,34559.4,1008079,XTO Energy Inc 260 East Texas,0.28,2018,452.646238,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.34,3406.1,1013078,"EOG Resources, Inc. 355 Chautauqua Platform",0.006,2021,47974.14,1000SCF,field_process_gas,COMB_compressor-driver
0.01,228.9,1009276,415 Strawn Basin BKV - Production,0.002,2018,2.998187501,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.90E-01,4745,1013318,Recoil Resources 220 Gulf Coast Basin,0.038,2023,62.1480903,1000SCF,diesel,COMB_engine>1MMBTU/hr
1,24654.7,1009281,395 Williston Basin QEP Energy Company,0.2,2018,322.917547,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,423.3,1011847,GulfTex Gulf Coast Basin #220,0.001,2017,7776,1000SCF,field_process_gas,COMB_compressor-driver
0.07,3587.1,1010701,"Amplify Operating Oklahoma, LLC.",0.007,2022,52988.03,1000SCF,field_process_gas,COMB_compressor-driver
1.66,88060.5,1009609,"Trinity River Energy Operating, LLC 220 Gulf Coast Basin",0.166,2016,1659639.597,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.05,2313.5,1009308,EQT Production - Basin 160 - Appalachian,0.004,2017,42497.27,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.43,10674,1009830,Northwoods Energy (Basin 515) Powder River Basin,0.09,2015,139.8043816,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,45.4,1008203,Powder River Basin - AAPG Province 515,0.00E+00,2015,447.79,1000SCF,field_process_gas,COMB_compressor-driver
0.06,1090,1012988,"PennEnergy Resources, LLC - Basin 160A - Appalachian Eastern Overthrust",0.008,2019,25.60931772,1000SCF,propane,COMB_boiler>5MMBTU/hr
9.7,7036,1008348,Trendwell Energy Corporation,0.00E+00,2015,134512,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.17,125.3,1008116,XTO Energy Inc 160A Appalachian E Overthrust,0.00E+00,2017,2043.38,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,74.7,1011244,Denbury Onshore LLC 515 Powder River,0.001,2015,0.978755556,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.15,7697.2,1013087,Texas American 220 Gulf Coast Basin,0.015,2020,141389.48,1000SCF,field_process_gas,COMB_compressor-driver
0.03,746.8,1009076,580 San Juan Basin - Simcoe LLC,0.006,2016,6.049713544,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.48,2862.8,1011498,Hibernia Resources IV Basin 430,0.005,2023,37108.62,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
8.1,5870.3,1008348,Trendwell Energy Corporation,0.00E+00,2015,112227,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.00E+00,11.4,1006770,TPIC Basin 220,0.00E+00,2019,0.149163438,1000SCF,diesel,COMB_compressor-driver
1.43,35255.9,1008396,"EOG Resources, Inc. 515 Powder River basin",0.286,2022,461.7686873,1000SCF,diesel,COMB_compressor-driver
0.27,6698.8,1009056,Vital Energy Production,0.054,2023,87.73855906,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.15,123920.4,1011659,Endeavor Energy Resources LP 430 Permian Basin,0.217,2020,1449979,1000SCF,field_process_gas,COMB_compressor-driver
0.91,969,1010117,Core Energy Otsego County EOR Operations,0.002,2023,12575,1000SCF,field_process_gas,COMB_compressor-driver
2.82,69499.2,1007479,ConocoPhillips Permian (430),0.564,2019,910.2740819,1000SCF,diesel,COMB_engine>1MMBTU/hr
19.85,21489,1008090,"Validus Energy Aquilas AssetCo, LLC",0.035,2021,285811.0342,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
7.5,8240.3,1008203,Powder River Basin - AAPG Province 515,0.015,2021,108998.1896,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.05,2799.9,1011689,"Goodrich Petroleum Company, Basin 210 (Mid-Gulf Coast Basin)",0.005,2020,51432,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
2.01,2382,1011752,SK Plymouth LLC Anadarko Basin,0.004,2020,30325.8,1000SCF,field_process_gas,COMB_compressor-driver
339.61,504141.6,1013845,Mewbourne Oil Company - Permian Basin 430,0.73,2023,5908472.36,1000SCF,field_process_gas,COMB_compressor-driver
15.43,16173,1009286,PDC Energy 540 Denver Basin,0.027,2017,220556.8,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.36,19331.3,1013677,Bedrock 415 Strawn Basin,0.036,2020,355095.99,1000SCF,field_process_gas,COMB_compressor-driver
0.08,4047.5,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.008,2018,74348.91,1000SCF,field_process_gas,COMB_compressor-driver
0.15,3716.6,1013983,Advance Energy Partners - Basin 430,0.03,2019,48.67843752,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.24,5951.4,1011674,Sage Natural Resources 415 Strawn Basin,0.048,2021,77.94939933,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.76,93304,1009706,"SilverBow Resources, LLC - Basin 220",0.176,2020,1713.9,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,236.1,1013386,Tug Hill Operating Appalachia,0.00E+00,2021,4362.88,1000SCF,natural_gas_PQ,COMB_compressor-driver
1.75,43039.1,1008086,"Uinta Wax Operating, LLC",0.349,2021,563.7095444,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.26,373.6,1008471,CRI 395 Williston,0.001,2015,4539.6,1000SCF,field_process_gas,COMB_compressor-driver
3.46E+00,2666.3,1007475,ConocoPhillips Anadarko (360),0.005,2021,43130.48,1000SCF,field_process_gas,COMB_compressor-driver
0.28,7004.1,1012040,"Tanos Exploration II, LLC - Basin 260",0.06,2018,91.73742572,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,492.4,1012893,BlueCrest Alaska - 820 Cook Inlet Basin,0.001,2022,8764,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
12.91,10378.7,1010183,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),0.019,2020,161600.9091,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.61E+00,39653.7,1013986,"Bayswater Operating, LLC (430) Permian Basin",0.322,2021,519.3687432,1000SCF,diesel,COMB_engine>1MMBTU/hr
353.53,237397.7,1012940,Bruin E&P Operating LLC - Williston Basin Operations,0.407,2019,2596526.228,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,679.8,1004905,Pacific Coast Energy Company LP,0.004,2022,12221,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.04,2252.8,1008071,Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),0.004,2015,44055.64,1000SCF,field_process_gas,COMB_compressor-driver
4.00E-02,1084.7,1008590,Dominion Energy Wexpro - Green River Basin (Prod),0.009,2022,14.20736436,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.69,1986.5,1012059,SHD Oil & Gas Williston (395) Basin,0.003,2019,18135.8,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1010945,"EXCO Resources, Inc. - Gulf Coast Basin #220",0.00E+00,2022,0,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,7.5,1014504,CrownQuest Operating - Basin 430,0.00E+00,2022,137.69,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
5.00E-02,1.18E+03,1008248,Kinder Morgan Production 430 Permian Basin,0.01,2023,15.48355035,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.17E+01,3.50E+04,1008979,"EOG Resources, Inc. 540 Denver basin",0.047,2018,381471.5103,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
6.36,156866.3,1010721,Appalachian Basin (Eastern Overthrust Area),1.273,2019,2054.574624,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,382,1002157,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,0.003,2018,5.013020835,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.01,386.9,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.001,2021,7106.35,1000SCF,natural_gas_PQ,COMB_compressor-driver
48.64,63028.4,1008141,Oxy Permian Basin - 430,0.098,2019,956014.2974,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.01,553.7,1011873,"Lime Rock Resources III-A, Williston Basin",0.001,2023,10171.07,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.86,45558.6,1008270,Basin 540 Denver Julesburg - Noble Energy Inc.,0.086,2017,836866.242,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
4.78E+00,5687.9,1013226,Confluence DJ LLC 540 Denver Basin,0.009,2021,73178.6,1000SCF,field_process_gas,COMB_compressor-driver
6.10E-01,1.51E+04,1008172,"Hilcorp North Slope, 890 - Arctic Slope Basin",0.123,2023,198.0949169,1000SCF,diesel,COMB_engine>1MMBTU/hr
11.71,11571.1,1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",0.02,2021,164840,1000SCF,field_process_gas,COMB_compressor-driver
0.03,1522.4,1011519,Grizzly Basin 430 (Permian),0.003,2019,23231.68,1000SCF,field_process_gas,COMB_compressor-driver
5.88,144988.7,1008141,Oxy Permian Basin - 430,1.176,2020,1899.006351,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.90E-01,15161.7,1014504,CrownQuest Operating - Basin 430,0.029,2018,278505,1000SCF,field_process_gas,COMB_compressor-driver
0.74,819,1013606,Tall City Operations III LLC,0.001,2019,10638.91,1000SCF,field_process_gas,COMB_compressor-driver
1.96,1665.9,1008348,Trendwell Energy Corporation,0.002,2020,29771,1000SCF,field_process_gas,COMB_compressor-driver
21.42,17813.7,1007475,ConocoPhillips Anadarko (360),0.04,2015,291376.08,1000SCF,field_process_gas,COMB_compressor-driver
0.04,1027.8,1008755,Foundation Energy Management 540 DJ Basin,0.008,2016,13.45693569,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.05,1221.4,1008528,"Chesapeake Operating LLC, 260 - East Texas Basin",0.01,2016,15.99795313,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.1,5367.3,1010718,Antero Resources - 160 - Appalachian Basin (Utica),0.01,2016,98592.43,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
43.3,44803,1013010,Verdun Oil Company-Gulf Coast Basin-Onshore Production,0.075,2022,611109.642,1000SCF,field_process_gas,COMB_compressor-driver
123.7,83239.8,1008974,580 San Juan Basin DEC,0.2,2015,1497696.974,1000SCF,field_process_gas,COMB_compressor-driver
0.1,3648.2,1010603,Apache Corp. - Palo Duro,0.00E+00,2015,47.7821495,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.72,17710.1,1009706,"SilverBow Resources, LLC - Basin 220",0.144,2021,231.9599789,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.84E+01,29457.9,1014226,Formentera Anadarko Production,0.05,2023,406295,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,18.3,1008224,WildFire Energy Operating LLC,0.00E+00,2021,0.427243056,1000SCF,propane,COMB_engine>1MMBTU/hr
0.03,732.9,1013091,Australis TMS Inc. 210 Mid-Gulf Coast Basin,0.001,2018,9.599600698,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,549.9,1008287,360 Anadarko Basin DEC,0.00E+00,2015,13.14373959,1000SCF,propane,COMB_boiler>5MMBTU/hr
0.00E+00,186.7,1008471,CRI 395 Williston,0.00E+00,2020,3417,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.00E+00,102.2,1008980,"EOG Resources, Inc. 395 Williston basin",0.001,2021,2.38686632,1000SCF,propane,COMB_boiler>5MMBTU/hr
0.76,18486.6,1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,0.151,2016,242.7181702,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.04,2035.2,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.004,2019,37385.36,1000SCF,field_process_gas,COMB_compressor-driver
110.3,120154.3,1011761,"Extraction Oil & Gas, Inc.",0.198,2019,1606539.789,1000SCF,field_process_gas,COMB_compressor-driver
0.03,577.8,1008396,"EOG Resources, Inc. 515 Powder River basin",0.006,2015,13.80958105,1000SCF,propane,COMB_engine>1MMBTU/hr
231.67,160200.9,1011450,Jonah Energy LLC_AAPG 535_Green River Basin,0.324,2020,2689249.023,1000SCF,field_process_gas,COMB_compressor-driver
0.08,1904.1,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),0.02,2019,24.93951129,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,407.3,1009340,Unit Petroleum 377 Arkoma Basin,0.003,2018,5.33425521,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,25.1,1013369,"1876 Resources, LLC - Denver Basin",0.00E+00,2023,0.328185764,1000SCF,diesel,COMB_engine>1MMBTU/hr
10.29,253755.6,1008472,CRI 360 Anadarko,2.059,2016,3323.592977,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E-02,411.2,1013044,PetroBal Omega 1 L.L.C.,0.008,2017,7554,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,6.83E+04,1013106,Surge Energy 430 Permian Basin,0.001,2022,894.5341322,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.52,37109.1,1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,0.304,2022,487.2214125,1000SCF,diesel,COMB_engine>1MMBTU/hr
9.59,7918.4,1009388,XTO Energy Inc 420 Fort Worth Syncline,0.015,2017,122707.7976,1000SCF,field_process_gas,COMB_compressor-driver
88.06,102583,1012129,Callon Permian Basin Operations,0.127,2021,1026363.248,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,84.5,1010932,E&B Natural Resources,0.001,2017,1.107396355,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,18209.7,1012780,Permian Basin Oil and Gas Production Facilities,0.001,2016,238.5032063,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.98,51969.5,1011749,BBX 220 Gulf Coast Basin,0.098,2015,1111023,1000SCF,field_process_gas,COMB_compressor-driver
2.67,65819.7,1011531,WildFire Energy Operating LLC,0.534,2019,862.0809716,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.43,22843.4,1014418,"PetroLegacy Energy II, LLC - Permian OSP",0.044,2022,419610.81,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.00E+00,52.9,1013034,SEP East Texas Basin 260 Production,0.00E+00,2018,0.692838247,1000SCF,diesel,COMB_compressor-driver
1.59,38901,1013285,MFEU-Uinta Basin Production,0.319,2022,510.7478179,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.89,47035,1008540,Dugan Production Corp- San Juan Basin,0.107,2015,863990.8917,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
6.02E+01,50253.3,1008630,BPX Operating Company,0.094,2020,765137.5033,1000SCF,field_process_gas,COMB_compressor-driver
1.38,27090,1013993,Hibernia Resources III LLC,0.275,2022,330801.4251,1000SCF,field_process_gas,COMB_compressor-driver
2.97,73218,1011706,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,0.59,2018,958.9755125,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,122.9,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.00E+00,2021,2257.19,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.22,5382.1,1014333,Snyder Brothers Inc.,0.044,2021,70.4929653,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.46,5465.4,1008206,Crestone Peak - Denver Basin,0.009,2015,75638.11,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.46,11340.3,1009106,Slawson Exploration - Williston Basin 395,0.092,2020,148.5315296,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.18,29052.6,1011688,Equinor USA Onshore Properties - APB Basin 160A,0.236,2017,380.51983,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.5,36970.2,1008086,"Uinta Wax Operating, LLC",0.3,2023,484.2214008,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.46,3276.5,1008348,Trendwell Energy Corporation,0.005,2020,62306,1000SCF,field_process_gas,COMB_compressor-driver
0.02,475.7,1009511,"Alta Mesa Services, LP",0.001,2015,11563.2,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,14.5,1011684,Sage Natural Resources 420 Fort Worth Syncline,0.00E+00,2019,0.189291667,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.31,751.1,1012114,WHRMC - ARKLA BASIN-ONSHORE PRODUCTION,0.00E+00,2017,14309.75,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,59,1008290,430 Permian Basin DEC,0.001,2021,0.897830695,1000SCF,gasoline,COMB_compressor-driver
1.43E+00,35184.8,1009260,Ovintiv USA Inc. 360.Anadarko Basin,0.285,2023,460.8365582,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,93.4,1008977,"EOG Resources, Inc. 420 Fort Worth syncline",0.001,2022,1.223578125,1000SCF,diesel,COMB_compressor-driver
0.03,693.4,1009386,XTO Energy Inc 220 Gulf Coast,0.006,2017,9.081254343,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.02,24855.3,1009595,Enerplus Resources (USA) Corporation - Williston Basin,0.185,2015,324.842547,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.94E+00,9485.9,1014858,Bison IV - DJ Basin,0.015,2023,111342.8421,1000SCF,field_process_gas,COMB_compressor-driver
0.2,236.6,1009126,Impact E&P Powder River Basin Operations,0.00E+00,2015,2991.46,1000SCF,field_process_gas,COMB_compressor-driver
0.21,3820.7,1009811,ARKLATX BUSINESS UNIT-BASIN 260 (East TX Only),0.043,2023,69475,1000SCF,field_process_gas,COMB_compressor-driver
0.11,5246,1008590,Dominion Energy Wexpro - Green River Basin (Prod),0.01,2019,83826.27,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.1,5097.8,1008530,Tapstone 360 - Anadarko Basin,0.01,2020,93641.62,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
64.81,40997.5,1005963,Red Willow Production Co.,0.093,2018,756645,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,179.8,1013386,Tug Hill Operating Appalachia,0.00E+00,2021,3321.89,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.07,124.5,1009106,Slawson Exploration - Williston Basin 395,0.00E+00,2021,1392.8,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
23.01,23204.6,1013214,SEP Fort Worth Syncline 420 Production,0.039,2021,318576.6294,1000SCF,field_process_gas,COMB_compressor-driver
25.29,29210.7,1008141,Oxy Permian Basin - 430,0.081,2018,651979.4513,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
291.3,233940.7,1009335,Presidio Petroleum 360 Anadarko Basin,0.4,2015,3626862.019,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.00E+00,2022,0,1000SCF,diesel,COMB_boiler>5MMBTU/hr
105.51,79444.4,1011831,Point Thomson Production Facility,0.142,2021,1307742.134,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.15,7718.8,1010183,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),0.015,2016,141786.2869,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.03,854.6,1009274,MERIT ENERGY CO LLC 360 ANADARKO BASIN,0.007,2019,11.1928724,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.55,1959.8,1010181,Ursa Resources Group II - 595 - Piceance Basin,0.004,2017,31178.59,1000SCF,field_process_gas,COMB_compressor-driver
0.16,4027,1013377,Lime Rock Resources Pecos Valley,0.033,2023,52.7444653,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,313.1,1010325,Oasis Petroleum,0.003,2019,4.100939793,1000SCF,diesel,COMB_compressor-driver
6.47,4996.6,1011535,Grizzly Piceance Basin (595),0.01,2016,79565.58,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1008306,Riviera Resources 360 Anadarko Basin Production Segment,0.00E+00,2016,0,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.19,4805.1,1013771,"Zavanna, LLC Williston Basin (395) Operations",0.039,2021,62.93520141,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.05,1208.1,1009830,"Sage Butte PRB Operating, LLC (Basin 515) Powder River Basin",0.01,2019,15.82264445,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.59,918.2,1013301,"Kraken Oil and Gas, LLC",0.002,2020,10717.43,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.15,8170.3,1012612,Hilcorp Energy Company - Wind River Basin (530),0.02,2017,150080.982,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,9.2,1008622,535 Green River Basin - BP America Production Company,0.00E+00,2017,0.1203125,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.29,730.6,1009511,"Alta Mesa Services, LP",0.002,2018,17021.25,1000SCF,field_process_gas,COMB_compressor-driver
4.43,235272.6,1008536,"TEP Barnett USA LLC, 415 - Strawn Basin",0.443,2019,4321721.448,1000SCF,field_process_gas,COMB_compressor-driver
0.08,1955.3,1010190,"Williston Basin (Petro-Hunt, LLC)",0.016,2023,25.60996507,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.00E+00,1335,1009802,Stone Energy 160A,0.00E+00,2015,19690,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.03,704.2,1013381,Enerplus Resources (USA) Corporation - Denver Basin,0.006,2020,9.223289934,1000SCF,diesel,COMB_engine>1MMBTU/hr
6.16,3471.8,1010320,MAVERICK- BASIN 305 PRODUCTION,0.007,2015,66361,1000SCF,field_process_gas,COMB_compressor-driver
0.05,1320.7,1014545,"EOG Resources, Inc. 580 San Juan basin",0.011,2022,17.29746181,1000SCF,diesel,COMB_compressor-driver
2.22,1431.1,1008348,Trendwell Energy Corporation,0.002,2018,28108,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,217.6,1008958,"EXCO Resources, Inc. - East Texas Basin #260",0.00E+00,2020,3997.19,1000SCF,natural_gas_PQ,COMB_compressor-driver
12.64,9283.8,1008354,"EOG Resources, Inc. 575 Uinta basin",0.019,2019,150019.3132,1000SCF,field_process_gas,COMB_compressor-driver
3.51,86451.4,1011454,Ascent Resources - Utica (160a),0.701,2021,1132.307461,1000SCF,diesel,COMB_engine>1MMBTU/hr
91.53,55680.3,1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,0.126,2023,1020623.22,1000SCF,field_process_gas,COMB_compressor-driver
0.25,6258.8,1014544,Franklin Mountain Energy 3,0.05,2022,81.97478822,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.64,193157.7,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.364,2022,3548112.558,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.69,36573.9,1012537,Northeast Natural Energy LLC,0.069,2021,671825,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.1,2067.5,1010190,"Williston Basin (Petro-Hunt, LLC)",0.02,2015,48.31009617,1000SCF,propane,COMB_boiler>5MMBTU/hr
2.26,55687.5,1010943,Repsol Texas Onshore Properties - Eagle Ford,0.45,2018,725.7449186,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.39,9737,1014618,"Apex Energy (PA), LLC",0.079,2023,127.53125,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,140.8,1008882,Pennsylvania General Energy Company LLC,0.001,2017,1.844123265,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.92,22687,1008350,"EOG Resources, Inc. 160A Appalachian basin (Eastern Overthrust area)",0.184,2023,297.1462245,1000SCF,diesel,COMB_compressor-driver
8.60E-01,6.93E+02,1009391,Apache Corporation - Permian Basin 430,0.001,2022,11069.21,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1008275,XTO Energy Inc 395 Williston,0.00E+00,2022,0,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
5.53,3020.1,1006564,Greylock Energy,0.00E+00,2017,63875,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
