facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1013035,DGOC 160 Production,Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,126.0000000000
1010190,"Williston Basin (Petro-Hunt, LLC)",Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,438.0000000000
1013245,Urban 200 Black Warrior Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1009289,Haynesville Gathering-230-Arkla Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1005663,National Fuel Gas Distribution Corp - Pennsylvania,Natural gas distribution [98.230(a)(8)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1011405,NW Natural - Washington,Natural gas distribution [98.230(a)(8)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1001917,WASHINGTON GAS LIGHT COMPANY,Natural gas distribution [98.230(a)(8)],2019,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008604,Ensign Gulf Coast Basin-Production,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,49.0000000000
1010222,GULF COAST BASIN,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,470.0000000000
1009350,Javelin Energy Partners Managment Uinta Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,648.0000000000
1014558,(540) Civitas Resources - GB - Denver Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1003491,City Utilities Natural Gas Distribution System,Natural gas distribution [98.230(a)(8)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1008977,"EOG Resources, Inc. 420 Fort Worth syncline",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,722.0000000000
1012736,"E2 Ohio Compression, LLC G&B-160A-Appalachian Basin EOA",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1003839,Columbia Gas of Pennsylvania,Natural gas distribution [98.230(a)(8)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,163.0000000000
1013226,Confluence DJ LLC 540 Denver Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,84.0000000000
1006638,Southwest Gas - California,Natural gas distribution [98.230(a)(8)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012696,East Texas Basin 260,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,32.0000000000
1012523,375 Sedgwick Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1001277,NSTAR Gas Company,Natural gas distribution [98.230(a)(8)],2018,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008937,Appalachian Basin - AAPG Province 160A,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,412.0000000000
1013697,KUDU Midstream-260 East Texas Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1012759,Denbury Onshore LLC 395 Williston Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,156.0000000000
1010705,Arkla Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1010294,Discovery Natural Resources LLC - 430 Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,238.0000000000
1012667,"ONEOK Rockies Midstream, L.L.C. 395 Williston Basin GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1012721,Rosetta Resources 220 Gulf Coast Basin Gathering and Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,28.0000000000
1008753,Foundation Energy Management 345 Arkoma Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,34.0000000000
1012472,345 Arkoma Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1013373,Tall Oak 355 Chautauqua GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1010839,Amplify Energy Operating 260 East Texas Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1010233,EQT Production - Basin 160A - Appalachian Eastern Overthrust,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1185.0000000000
1009967,"Enervest Operating, L.L.C. 160 Appalachian Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,220.0000000000
1008087,Bayswater Exploration & Production Denver Basin (540) Operations,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,79.0000000000
1012602,EQT Production - Basin 160A - Appalachian Eastern Overthrust - GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1010233,EQT Production - Basin 160A - Appalachian Eastern Overthrust,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,113.0000000000
1010159,City of Lexington,Natural gas distribution [98.230(a)(8)],2020,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1001251,ILLINOIS GAS COMPANY,Natural gas distribution [98.230(a)(8)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008363,Riviera Resources 305 Michigan Basin Production Segment,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,153.0000000000
1006750,TRC cYPRESS gROUP LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1009135,Kaiser-Francis Oil Company 360 Anadarko Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1009056,Vital Energy Production,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,542.0000000000
1012681,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,93.0000000000
1008287,360 Anadarko Basin DEC,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1579.0000000000
1007479,ConocoPhillips Permian (430),Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,96.0000000000
1009391,Apache Corporation - Permian Basin 430,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,321.0000000000
1012336,NFG Midstream Clermont Gathering System,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,33.0000000000
1012681,"EQM Gathering Opco, LLC - Basin 160A - Appalachian Eastern Overthrust - GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,196.0000000000
1008136,North Shore E&P Sand Wash,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1009185,"Fundare Resources Operating Company, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,186.0000000000
1009845,Anadarko Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,352.0000000000
1013111,Hilcorp Energy Company - Central Overthrust Basin (507),Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1896.0000000000
1013310,Tapstone G&B Wheeler System,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
